Cust_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Number_of_Referrals,,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
0201-OAMXR,Female,30,No,0,Mckinleyville,95519,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0,0,8842.3,Churned,Dissatisfaction,Network reliability
0203-HHYIJ,Male,62,No,0,Atherton,94027,0,25,Offer C,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,25.3,676.35,0,0,815.6,Churned,Price,Long distance charges
0206-OYVOC,Female,52,Yes,2,Huntington Beach,92649,1,46,Offer B,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.25,864.2,0,0,1983.38,Stayed,,
0206-TBWLC,Female,63,Yes,0,Calimesa,92320,7,54,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0,0,6665.1,Stayed,,
0207-MDKNV,Female,54,No,0,Daly City,94014,0,15,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0,0,1918.6,Churned,Competitor,Competitor made better offer
0208-BPQEJ,Female,48,Yes,1,Middletown,95461,0,12,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0,0,297.1,Stayed,,
0212-ISBBF,Female,51,No,0,Berkeley,94705,0,22,None,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0,0,1098.85,Stayed,,
0214-JHPFW,Female,22,Yes,0,Lost Hills,93249,9,70,None,No,,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,4038.29,Stayed,,
0215-BQKGS,Male,52,No,0,Garden Grove,92844,0,30,Offer C,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0,130,3310.5,Stayed,,
0218-QNVAS,Male,22,Yes,1,Indio,92203,1,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,9108.9,Stayed,,
0219-QAERP,Male,33,Yes,0,Oxnard,93033,2,30,None,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.8,576.65,0,0,870.95,Stayed,,
0219-YTZUE,Male,26,Yes,0,San Diego,92122,5,4,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0,0,486.98,Churned,Competitor,Competitor made better offer
0220-EBGCE,Male,58,No,0,Escondido,92027,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0,0,195.58,Churned,Competitor,Competitor made better offer
0221-NAUXK,Male,22,No,1,Moreno Valley,92553,0,10,None,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.95,219.5,0,0,298.1,Stayed,,
0221-WMXNQ,Male,66,No,0,Chino,91710,0,4,Offer E,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0,0,419,Stayed,,
0222-CNVPT,Male,69,No,0,Sacramento,95820,0,52,Offer B,No,,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0,0,2555.05,Stayed,,
0224-HJAPT,Male,25,No,0,San Diego,92117,0,5,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0,0,333.2,Churned,Competitor,Competitor made better offer
0224-NIJLP,Male,30,Yes,3,Turlock,95380,1,8,Offer E,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.15,165.5,0,0,188.46,Stayed,,
0224-RLWWD,Female,73,No,0,Calexico,92231,0,2,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0,0,137.12,Joined,,
0225-ZORZP,Male,46,No,0,Groveland,95321,0,3,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0,0,276.21,Joined,,
0228-MAUWC,Male,40,No,0,Los Gatos,95033,0,19,Offer D,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0,0,1369.75,Stayed,,
0229-LFJAF,Male,53,No,0,Clovis,93611,0,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0,0,5171.77,Stayed,,
0230-UBYPQ,Male,76,Yes,0,Hyampom,96046,2,63,Offer B,No,,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0,0,2298.9,Stayed,,
0230-WEQUW,Male,38,Yes,0,Woodland Hills,91364,1,66,None,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0,0,3789.2,Stayed,,
0231-LXVAP,Male,23,No,0,Temecula,92592,0,1,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0,0,120.46,Churned,Competitor,Competitor made better offer
0233-FTHAV,Female,24,No,0,Livingston,95334,0,60,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765,0,0,5682.4,Stayed,,
0234-TEVTT,Female,43,Yes,3,Tulare,93274,3,48,None,No,,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45,2196.3,0,0,2196.3,Stayed,,
0235-KGSLC,Female,45,No,0,Buellton,93427,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0,0,118.89,Churned,Other,Moved
0236-HFWSV,Male,49,No,0,Palmdale,93552,0,15,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0,0,2178.6,Churned,Competitor,Competitor had better devices
0237-YFUTL,Female,62,Yes,0,Midway City,92655,4,50,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,0,0,7134.3,Stayed,,
0238-WHBIQ,Male,25,Yes,1,Folsom,95630,10,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0,0,8769.3,Stayed,,
0239-OXEXL,Female,37,No,0,Oakland,94619,0,46,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0,100,5938.02,Stayed,,
0244-LGNFY,Female,35,Yes,1,San Anselmo,94960,4,72,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733,0,0,8893,Stayed,,
0247-SLUJI,Male,37,Yes,3,Duarte,91010,2,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,19.7,0,0,53.98,Joined,,
0248-IPDFW,Female,19,No,0,Lake Elsinore,92530,0,1,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0,0,79.23,Joined,,
0248-PGHBZ,Female,69,No,0,San Clemente,92672,0,67,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,0,0,6313.04,Stayed,,
0253-ZTEOB,Female,44,Yes,1,Los Angeles,90004,5,48,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,0,0,4299.42,Stayed,,
0254-FNMCI,Female,19,No,0,Downey,90241,0,72,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0,0,10641.72,Stayed,,
0254-KCJGT,Male,64,Yes,0,Bodega Bay,94923,6,52,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0,0,6504.13,Stayed,,
0254-WWRKD,Female,44,Yes,3,Challenge,95925,1,67,Offer A,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,0,0,6574.05,Stayed,,
0256-LTHVJ,Female,58,Yes,0,Ludlow,92338,1,28,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0,0,2698.9,Churned,Competitor,Competitor had better devices
0257-KXZGU,Female,29,Yes,1,Santa Clara,95051,9,32,Offer C,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0,0,3110.51,Stayed,,
0257-ZESQC,Female,80,Yes,0,Perris,92571,2,27,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0,0,2118.89,Churned,Attitude,Attitude of support person
0258-NOKBL,Male,22,No,0,Fortuna,95540,0,3,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,0,0,362.89,Joined,,
0259-GBZSH,Male,22,No,0,San Diego,92122,0,2,Offer E,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0,0,262.36,Churned,Competitor,Competitor made better offer
0260-ZDLGK,Female,50,No,2,San Dimas,91773,0,9,None,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0,0,970.81,Churned,Competitor,Competitor made better offer
0263-FJTQO,Male,53,Yes,2,Rescue,95672,10,50,Offer B,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,0,0,5711.15,Stayed,,
0264-CNITK,Female,45,Yes,2,Clio,96106,1,71,None,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.1,1389.6,0,0,3592.73,Stayed,,
0265-EDXBD,Male,76,Yes,0,San Diego,92122,2,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,0,0,3818.23,Churned,Attitude,Attitude of support person
0265-PSUAE,Female,57,Yes,3,Lotus,95651,10,16,Offer D,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0,0,1959.02,Stayed,,
0266-CLZKZ,Female,45,Yes,3,San Marcos,92078,8,67,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0,0,7909.83,Stayed,,
0266-GMEAO,Male,43,Yes,1,Lompoc,93436,1,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,0,0,9206.23,Stayed,,
0268-QKIWO,Female,41,No,0,Pilot Hill,95664,0,3,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0,0,132.74,Churned,Attitude,Attitude of support person
0269-XFESX,Male,22,Yes,3,San Francisco,94133,1,23,None,Yes,Yes,No,,,,,,,,,,One Year,No,Credit Card,24.35,538.5,0,0,1642.96,Stayed,,
0270-THENM,Male,62,Yes,2,Mission Hills,91345,1,72,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,7119.75,Stayed,,
0274-JKUJR,Male,21,Yes,2,Los Angeles,90040,9,7,Offer E,No,,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3,465.7,0,0,465.7,Stayed,,
0277-BKSQP,Male,49,Yes,3,Harbor City,90710,10,8,Offer E,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0,0,487.58,Stayed,,
0277-ORXQS,Male,33,Yes,4,San Francisco,94108,9,66,Offer A,No,,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,0,110,3474.55,Stayed,,
0278-YXOOG,Male,30,No,0,Inglewood,90301,0,5,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,21.05,113.85,0,0,285.15,Churned,Attitude,Attitude of support person
0280-XJGEX,Male,38,No,1,Los Angeles,90015,0,49,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0,0,7208.47,Churned,Competitor,Competitor had better devices
0281-CNTZX,Male,56,Yes,0,Pescadero,94060,2,63,Offer B,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0,0,3651.48,Stayed,,
0282-NVSJS,Female,70,Yes,1,Aromas,95004,1,12,Offer D,No,,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0,0,355.9,Stayed,,
0285-INHLN,Male,54,Yes,6,Badger,93603,5,27,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0,0,2487.43,Stayed,,
0289-IVARM,Female,57,No,0,Parlier,93648,0,35,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0,0,3550.95,Stayed,,
0292-WEGCH,Female,40,Yes,2,Death Valley,92328,7,54,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0,0,4757.87,Stayed,,
0295-PPHDO,Male,56,No,0,La Puente,91744,0,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0,0,101.04,Churned,Competitor,Competitor had better devices
0295-QVKPB,Male,38,No,0,Riverdale,93656,0,5,Offer E,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0,0,387.9,Stayed,,
0297-RBCSG,Male,61,No,0,San Francisco,94104,0,19,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0,60,2085.86,Stayed,,
0298-XACET,Male,35,Yes,2,Berry Creek,95916,1,52,None,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554,27.01,0,2526.99,Stayed,,
0301-FIDRB,Female,61,Yes,3,Fulton,95439,8,72,None,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,0,0,4684.3,Stayed,,
0301-KOBTQ,Male,50,No,0,Capitola,95010,0,32,None,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,1081.84,Stayed,,
0302-JOIVN,Female,47,Yes,0,San Diego,92109,1,8,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,0,0,977.94,Churned,Competitor,Competitor made better offer
0303-UNCIP,Male,35,No,0,Claremont,91711,0,41,Offer B,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65,2531.8,0,140,4211.35,Stayed,,
0303-WMMRN,Male,32,No,0,Glendale,91207,0,5,None,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.25,86.05,0,0,191.1,Stayed,,
0305-SQECB,Female,54,No,1,Gardena,90248,0,11,None,No,,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0,100,502.6,Stayed,,
0306-JAELE,Male,61,No,0,Fallbrook,92028,0,5,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,0,0,608.85,Churned,Competitor,Competitor made better offer
0307-BCOPK,Female,62,No,0,San Francisco,94134,0,16,Offer D,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.05,326.65,0,0,990.81,Stayed,,
0308-GIQJT,Male,80,No,0,San Diego,92126,0,71,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,0,0,7815.95,Stayed,,
0308-IVGOK,Female,23,No,0,Santa Ana,92703,0,11,None,No,,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,0,0,422.6,Stayed,,
0310-MVLET,Female,63,Yes,0,Snelling,95369,1,61,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0,0,9019.18,Churned,Dissatisfaction,Service dissatisfaction
0310-SUCIN,Female,50,Yes,0,Darwin,93522,2,71,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,0,0,7683.36,Stayed,,
0310-VQXAM,Male,56,No,0,San Bernardino,92404,0,9,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,178.8,0,0,545.46,Stayed,,
0311-QYWSS,Female,63,No,0,Garberville,95542,0,6,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0,0,549.56,Stayed,,
0311-UNPFF,Female,58,No,0,Long Beach,90807,0,26,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,0,50,3314.69,Churned,Dissatisfaction,Service dissatisfaction
0314-TKOSI,Female,29,No,0,Upland,91784,0,6,Offer E,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0,0,364.78,Stayed,,
0315-LVCRK,Male,54,No,0,El Dorado Hills,95762,0,11,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,0,0,1225.02,Stayed,,
0318-QUUOB,Male,25,Yes,0,Santa Rosa,95403,1,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0,0,124.22,Churned,Competitor,Competitor had better devices
0318-ZOPWS,Female,31,Yes,0,Malibu,90265,10,49,None,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.15,973.35,0,0,1111.53,Stayed,,
0319-QZTCO,Female,25,Yes,2,Santa Rosa,95401,9,3,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,0,0,203.01,Joined,,
0320-DWVTU,Female,46,No,0,Riverdale,93656,0,53,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,0,0,7733.46,Stayed,,
0320-JDNQG,Male,28,Yes,0,Oxnard,93035,1,23,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0,0,3204.15,Churned,Other,Don't know
0322-CHQRU,Male,63,No,0,Palmdale,93591,0,2,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,89.5,0,0,140.48,Churned,Competitor,Competitor had better devices
0322-YINQP,Male,37,No,0,Covina,91723,0,1,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,0,0,59.9,Churned,Attitude,Attitude of support person
0323-XWWTN,Male,44,No,1,San Lucas,93954,0,3,None,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,26.4,121.25,0,0,222.86,Joined,,
0324-BRPCJ,Female,74,Yes,0,Palmdale,93591,1,68,None,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,0,0,8302.09,Churned,Competitor,Competitor offered more data
0325-XBFAC,Male,44,No,0,Hoopa,95546,0,8,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,0,80,976.22,Churned,Competitor,Competitor offered more data
0326-VDYXE,Female,21,Yes,0,Long Beach,90802,9,70,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,0,80,8228.7,Stayed,,
0327-WFZSY,Male,62,Yes,3,Samoa,95564,9,39,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100,3835.55,0,0,4509.86,Stayed,,
0328-GRPMV,Female,43,No,0,Burnt Ranch,95527,0,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0,0,87.47,Churned,Competitor,Competitor had better devices
0329-GTIAJ,Female,40,No,0,Garden Grove,92844,0,3,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,315.3,0,0,405.84,Churned,Price,Price too high
0330-BGYZE,Male,48,Yes,0,Milford,96121,8,60,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,0,0,7310.8,Stayed,,
0330-IVZHA,Female,55,Yes,0,Anderson,96007,1,5,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,330.15,0,0,415.55,Churned,Attitude,Attitude of service provider
0334-GDDSO,Male,77,No,0,San Diego,92122,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,233.7,0,0,261.36,Churned,Competitor,Competitor made better offer
0334-ZFJSR,Female,41,Yes,0,San Diego,92123,0,55,None,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,3462.1,44.53,150,5513.47,Stayed,,
0336-KXKFK,Male,43,No,0,Santa Margarita,93453,0,72,None,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,0,0,4390.25,Stayed,,
0336-PIKEI,Male,69,Yes,0,Orange,92869,7,72,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0,140,5880.19,Stayed,,
0337-CNPZE,Female,63,No,0,Los Angeles,90033,0,41,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,0,130,5001.08,Churned,Price,Price too high
0343-QLUZP,Male,38,No,0,San Jose,95111,0,60,Offer B,No,,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0,2386.04,Stayed,,
0345-HKJVM,Female,43,No,0,San Diego,92109,0,6,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,577.6,0,0,593.2,Churned,Other,Don't know
0345-XMMUG,Female,29,Yes,0,Ione,95640,6,46,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4854.3,0,0,4946.3,Stayed,,
0347-UBKUZ,Female,46,No,0,San Mateo,94404,0,15,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.9,320.45,0,0,361.55,Stayed,,
0348-SDKOL,Female,33,Yes,0,San Diego,92117,1,58,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,0,100,6188.98,Churned,Competitor,Competitor made better offer
0354-VXMJC,Male,60,Yes,3,Los Angeles,90034,10,23,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.6,426.65,0,0,1209.57,Stayed,,
0354-WYROK,Female,70,Yes,0,San Francisco,94130,1,31,Offer C,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0,0,4397.75,Churned,Other,Don't know
0356-ERHVT,Male,54,Yes,0,Santa Cruz,95062,1,11,Offer D,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,521.9,0,0,664.35,Stayed,,
0356-OBMAC,Female,80,No,0,Winchester,92596,0,56,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,5706.3,0,0,6676.78,Stayed,,
0357-NVCRI,Female,41,No,3,El Cajon,92021,0,25,Offer C,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,471.7,0,0,793.45,Stayed,,
